V1,game_id,play_id,rusher_name,blocker_name,beat_time,beat_dist,rusher_won,sack,hit,outcome_score,before_rusher_elo,before_blocker_elo,after_rusher_elo,after_blocker_elo,rusher_n,blocker_n
5014,1502095,22d9050a-16c3-479d-8695-11176ccd35d4,Kemoko Turay,Austin Jackson,2.386011,3.2208384001685,1,0,0,0.25,751.7865314228048,1134.5626480056196,753.1210074446935,1133.228171983731,12,111
5015,1502095,22d9050a-16c3-479d-8695-11176ccd35d4,Deforest Buckner,Jesse Davis,4.498152,4.54383098277214,1,0,0,0.25,764.4903516075371,1134.940006218659,769.2250452683744,1130.2053125578218,64,113
5016,1502095,22d9050a-16c3-479d-8695-11176ccd35d4,Deforest Buckner,Robert Hunt,NA,NA,0,0,0,0,769.2250452683744,1118.2827462254165,767.3470429150484,1120.1607485787426,65,146
5017,1502095,22d9050a-16c3-479d-8695-11176ccd35d4,Kemoko Turay,Greg Mancz,2.386011,3.2208384001685,1,0,0,0.25,753.1210074446935,1111.696400782949,754.3817161689636,1110.435692058679,13,7
5018,1502095,22d9050a-16c3-479d-8695-11176ccd35d4,Deforest Buckner,Liam Eichenberg,4.498152,4.54383098277214,1,0,0,0.25,767.3470429150484,1123.1852618366272,771.7973206253442,1118.7349841263313,66,98
5048,1502095,231b65fe-630c-44e6-9f09-6160abfbaa1d,Tyquan Lewis,Robert Hunt,NA,NA,0,0,1,0.5,735.1369990816717,1120.1607485787426,745.139080849853,1110.1586668105613,73,147
5049,1502095,231b65fe-630c-44e6-9f09-6160abfbaa1d,Al-Quadin Muhammad,Austin Jackson,NA,NA,0,0,0,0,755.1373209203554,1133.228171983731,754.7083798933969,1133.6571130106895,46,112
5050,1502095,231b65fe-630c-44e6-9f09-6160abfbaa1d,Kemoko Turay,Liam Eichenberg,NA,NA,0,0,0,0,754.3817161689636,1118.7349841263313,753.911067551408,1119.205632743887,14,99
5051,1502095,231b65fe-630c-44e6-9f09-6160abfbaa1d,Tyquan Lewis,Jesse Davis,NA,NA,0,0,1,0.5,745.139080849853,1130.2053125578218,755.0004923863029,1120.343901021372,74,114
5052,1502095,231b65fe-630c-44e6-9f09-6160abfbaa1d,Tyquan Lewis,Robert Hunt,NA,NA,0,0,1,0.5,755.0004923863029,1110.1586668105613,764.4330151495293,1100.7261440473349,75,148
5053,1502095,231b65fe-630c-44e6-9f09-6160abfbaa1d,Kemoko Turay,Greg Mancz,NA,NA,0,0,0,0,753.911067551408,1110.435692058679,753.4149966567908,1110.9317629532961,15,8
6654,1502095,2e6ad025-5463-47e9-a060-3d236962a948,Isaac Rochell,Liam Eichenberg,NA,NA,0,0,0,0,750,1119.205632743887,749.5444964090393,1119.6611363348477,1,100
6655,1502095,2e6ad025-5463-47e9-a060-3d236962a948,Grover Stewart,Austin Jackson,NA,NA,0,0,0,0,753.3925432340003,1133.6571130106895,751.7161335061757,1135.3335227385141,57,113
6656,1502095,2e6ad025-5463-47e9-a060-3d236962a948,Bobby Okereke,Jesse Davis,NA,NA,0,0,0,0,719.020462147757,1120.343901021372,718.1529607762753,1121.2114023928536,92,115
6657,1502095,2e6ad025-5463-47e9-a060-3d236962a948,Darius Leonard,Robert Hunt,NA,NA,0,0,0,0,705.8499470776444,1100.7261440473349,704.4718736393064,1102.1042174856727,65,149
6658,1502095,2e6ad025-5463-47e9-a060-3d236962a948,Taylor Stallworth,Greg Mancz,NA,NA,0,0,0,0,748.1713473100034,1110.9317629532961,747.6956260903191,1111.4074841729803,8,9
6728,1502095,2eee3be7-6108-4570-be70-6f7812390426,Jaelan Phillips,Eric Fisher,NA,NA,0,0,0,0,767.6679714131166,1095.8856088809896,765.6205203993851,1097.933059894721,69,72
6730,1502095,2eee3be7-6108-4570-be70-6f7812390426,Sam Eguavoen,Ryan Kelly,NA,NA,0,0,0,0,744.0976142176863,1108.8016497734782,743.6280758926939,1109.2711880984707,25,132
6731,1502095,2eee3be7-6108-4570-be70-6f7812390426,Jerome Baker,Matt Pryor,NA,NA,0,0,0,0,702.0527156449558,1104.0014739463857,701.2055568690133,1104.8486327223281,93,20
7321,1502095,32e67276-7c9b-43af-97da-28c52fcb7696,Al-Quadin Muhammad,Jesse Davis,NA,NA,0,0,0,0,754.7083798933969,1121.2114023928536,754.2444978265972,1121.6752844596533,47,116
7322,1502095,32e67276-7c9b-43af-97da-28c52fcb7696,Bobby Okereke,Greg Mancz,NA,NA,0,0,0,0,718.1529607762753,1111.4074841729803,717.2539667767159,1112.3064781725398,93,10
7323,1502095,32e67276-7c9b-43af-97da-28c52fcb7696,Deforest Buckner,Robert Hunt,NA,NA,0,0,0,0,771.7973206253442,1102.1042174856727,769.7240157014834,1104.1775224095336,67,150
7324,1502095,32e67276-7c9b-43af-97da-28c52fcb7696,Bobby Okereke,Austin Jackson,NA,NA,0,0,0,0,717.2539667767159,1135.3335227385141,716.5104743178197,1136.0770151974102,94,114
7325,1502095,32e67276-7c9b-43af-97da-28c52fcb7696,Kemoko Turay,Liam Eichenberg,NA,NA,0,0,0,0,753.4149966567908,1119.6611363348477,752.9503108070584,1120.12582218458,16,101
8283,1502095,39fbf0ff-5cf4-4029-99ab-8e8864d35690,Tyquan Lewis,Robert Hunt,NA,NA,0,0,0,0,764.4330151495293,1104.1775224095336,762.7133197538894,1105.8972178051736,76,151
8284,1502095,39fbf0ff-5cf4-4029-99ab-8e8864d35690,Tyquan Lewis,Jesse Davis,NA,NA,0,0,0,0,762.7133197538894,1121.6752844596533,761.2231068209352,1123.1654973926074,77,117
8285,1502095,39fbf0ff-5cf4-4029-99ab-8e8864d35690,Tyquan Lewis,Greg Mancz,NA,NA,0,0,0,0,761.2231068209352,1112.3064781725398,759.6755787782373,1113.8540062152376,78,11
8287,1502095,39fbf0ff-5cf4-4029-99ab-8e8864d35690,Al-Quadin Muhammad,Austin Jackson,NA,NA,0,0,0,0,754.2444978265972,1136.0770151974102,753.8263036992854,1136.495209324722,48,115
8288,1502095,39fbf0ff-5cf4-4029-99ab-8e8864d35690,Al-Quadin Muhammad,Robert Hunt,NA,NA,0,0,0,0,753.8263036992854,1105.8972178051736,753.315209564895,1106.4083119395639,49,152
8289,1502095,39fbf0ff-5cf4-4029-99ab-8e8864d35690,Grover Stewart,Liam Eichenberg,NA,NA,0,1,0,1,751.7161335061757,1120.12582218458,777.3650981149258,1094.47685757583,58,102
8400,1502095,3aeb62db-bd74-4c11-aaf3-693ce2aac366,Bobby Okereke,Robert Hunt,NA,NA,0,0,0,0,716.5104743178197,1106.4083119395639,715.6268114540604,1107.2919748033232,95,153
8401,1502095,3aeb62db-bd74-4c11-aaf3-693ce2aac366,Grover Stewart,Liam Eichenberg,NA,NA,0,0,0,0,777.3650981149258,1094.47685757583,774.8684642833423,1096.9734914074136,59,103
8402,1502095,3aeb62db-bd74-4c11-aaf3-693ce2aac366,Darius Leonard,Austin Jackson,NA,NA,0,0,0,0,704.4718736393064,1136.495209324722,703.4177169961275,1137.549365967901,66,116
8403,1502095,3aeb62db-bd74-4c11-aaf3-693ce2aac366,Grover Stewart,Jesse Davis,NA,NA,0,0,0,0,774.8684642833423,1123.1654973926074,772.8612984667415,1125.1726632092082,60,118
8404,1502095,3aeb62db-bd74-4c11-aaf3-693ce2aac366,Deforest Buckner,Greg Mancz,NA,NA,0,0,0,0,769.7240157014834,1113.8540062152376,767.8570292836213,1115.7209926330997,68,12
8513,1502095,3b902632-96d9-4dbe-a537-e03a621b245a,Darius Leonard,Austin Jackson,NA,NA,0,0,0,0,703.4177169961275,1137.549365967901,702.3921506968281,1138.5749322672004,67,117
8514,1502095,3b902632-96d9-4dbe-a537-e03a621b245a,Deforest Buckner,Jesse Davis,NA,NA,0,0,0,0,767.8570292836213,1125.1726632092082,766.1701108051748,1126.8595816876546,69,119
8515,1502095,3b902632-96d9-4dbe-a537-e03a621b245a,Al-Quadin Muhammad,Robert Hunt,NA,NA,0,0,0,0,753.315209564895,1107.2919748033232,752.810594877671,1107.7965894905474,50,154
8516,1502095,3b902632-96d9-4dbe-a537-e03a621b245a,Darius Leonard,Greg Mancz,NA,NA,0,0,0,0,702.3921506968281,1115.7209926330997,701.2238206962361,1116.8893226336918,68,13
8517,1502095,3b902632-96d9-4dbe-a537-e03a621b245a,Al-Quadin Muhammad,Austin Jackson,NA,NA,0,0,0,0,752.810594877671,1138.5749322672004,751.084148614796,1140.3013785300752,51,118
8518,1502095,3b902632-96d9-4dbe-a537-e03a621b245a,Deforest Buckner,Liam Eichenberg,NA,NA,0,0,0,0,766.1701108051748,1096.9734914074136,764.1842033212953,1098.959398891293,70,104
9029,1502095,3f3396ea-fc29-4174-9ec0-56606ba6d70b,Andrew Van Ginkel,Chris Reed,NA,NA,0,0,0,0,729.5272820807301,1100.9782540574922,728.0139784437093,1102.491557694513,70,34
9032,1502095,3f3396ea-fc29-4174-9ec0-56606ba6d70b,Jerome Baker,Eric Fisher,NA,NA,0,0,0,0,701.2055568690133,1097.933059894721,700.3448615960207,1098.7937551677137,94,73
9033,1502095,3f3396ea-fc29-4174-9ec0-56606ba6d70b,Emmanuel Ogbah,Julie'N Davenport,NA,NA,0,0,0,0,759.850074027206,1127.2739259929708,758.9893364610373,1128.1346635591397,103,117
9034,1502095,3f3396ea-fc29-4174-9ec0-56606ba6d70b,Jerome Baker,Ryan Kelly,NA,NA,0,0,0,0,700.3448615960207,1109.2711880984707,699.5689723432756,1110.0470773512159,95,133
9035,1502095,3f3396ea-fc29-4174-9ec0-56606ba6d70b,Emmanuel Ogbah,Mark Glowinski,NA,NA,0,0,0,0,758.9893364610373,1108.616306648401,758.0430767803282,1109.56256632911,104,133
9036,1502095,3f3396ea-fc29-4174-9ec0-56606ba6d70b,Emmanuel Ogbah,Julie'N Davenport,1.17403699999997,5.34577403188724,1,0,0,0.25,758.0430767803282,1128.1346635591397,760.34665799256,1125.8310823469078,105,118
11318,1502095,50290a90-9e3b-46bb-ae1f-6361c5926202,Emmanuel Ogbah,Julie'N Davenport,1.06985,5.03011928287988,1,0,0,0.25,760.34665799256,1125.8310823469078,762.566318666478,1123.61142167299,106,119
11319,1502095,50290a90-9e3b-46bb-ae1f-6361c5926202,Christian Wilkins,Mark Glowinski,2.475751,2.62589032520401,1,0,0,0.25,754.5286639585039,1109.56256632911,759.2543408211145,1104.8368894664995,61,134
11320,1502095,50290a90-9e3b-46bb-ae1f-6361c5926202,Jerome Baker,Ryan Kelly,NA,NA,0,0,0,0,699.5689723432756,1110.0470773512159,698.8169953144558,1110.7990543800356,96,134
11322,1502095,50290a90-9e3b-46bb-ae1f-6361c5926202,Christian Wilkins,Eric Fisher,NA,NA,0,0,0,0,759.2543408211145,1098.7937551677137,757.1773081725538,1100.8707878162745,62,74
11323,1502095,50290a90-9e3b-46bb-ae1f-6361c5926202,Jerome Baker,Chris Reed,NA,NA,0,0,0,0,698.8169953144558,1102.491557694513,698.0455600954713,1103.2629929134976,97,35
12053,1502095,5545b6a8-7771-458d-b01a-29dadb54fa5a,Adam Butler,Eric Fisher,NA,NA,0,0,0,0,737.5596167189136,1100.8707878162745,736.3718915812937,1102.0585129538945,89,75
12054,1502095,5545b6a8-7771-458d-b01a-29dadb54fa5a,Adam Butler,Ryan Kelly,NA,NA,0,0,0,0,736.3718915812937,1110.7990543800356,735.2900564403702,1111.880889520959,90,135
12055,1502095,5545b6a8-7771-458d-b01a-29dadb54fa5a,Jerome Baker,Chris Reed,NA,NA,0,0,0,0,698.0455600954713,1103.2629929134976,697.298504346956,1104.0100486620129,98,36
12056,1502095,5545b6a8-7771-458d-b01a-29dadb54fa5a,Sam Eguavoen,Mark Glowinski,NA,NA,0,0,0,0,743.6280758926939,1104.8368894664995,743.1473647446409,1105.3176006145527,26,135
12057,1502095,5545b6a8-7771-458d-b01a-29dadb54fa5a,Jerome Baker,Ryan Kelly,NA,NA,0,0,0,0,697.298504346956,1111.880889520959,696.6132046846635,1112.5661891832515,99,136
12058,1502095,5545b6a8-7771-458d-b01a-29dadb54fa5a,Emmanuel Ogbah,Chris Reed,NA,NA,0,1,0,1,762.566318666478,1104.0100486620129,773.4337738945778,1093.1425934339131,107,37
12060,1502095,5545b6a8-7771-458d-b01a-29dadb54fa5a,Jaelan Phillips,Julie'N Davenport,NA,NA,0,0,0,0,765.6205203993851,1123.61142167299,763.9636452046888,1125.2682968676863,70,120
12314,1502095,57cac274-c116-4148-a503-652d3f99a566,Kemoko Turay,Austin Jackson,3.30979099999999,4.58981481107898,1,0,0,0.25,752.9503108070584,1140.3013785300752,754.2975077315348,1138.9541816055987,17,119
12315,1502095,57cac274-c116-4148-a503-652d3f99a566,Deforest Buckner,Jesse Davis,NA,NA,0,0,0,0,764.1842033212953,1126.8595816876546,762.6003917822454,1128.4433932267045,71,120
12316,1502095,57cac274-c116-4148-a503-652d3f99a566,Deforest Buckner,Greg Mancz,3.30979099999999,4.94952522975689,1,0,0,0.25,762.6003917822454,1116.8893226336918,766.6908891901063,1112.798825225831,72,14
12317,1502095,57cac274-c116-4148-a503-652d3f99a566,Tyquan Lewis,Robert Hunt,1.69495299999997,3.44396573734409,1,0,0,0.25,759.6755787782373,1107.7965894905474,763.3050869524905,1104.1670813162943,79,155
12318,1502095,57cac274-c116-4148-a503-652d3f99a566,Ben Banogu,Liam Eichenberg,1.69495299999997,3.13695712434837,1,0,0,0.25,742.9701078621194,1098.959398891293,744.2222529828025,1097.70725377061,15,105
13630,1502095,61438e92-716e-410e-bd6e-cb350cb6c501,Jerome Baker,Ryan Kelly,NA,NA,0,0,0,0,696.6132046846635,1112.5661891832515,695.9494474270904,1113.2299464408247,100,137
13631,1502095,61438e92-716e-410e-bd6e-cb350cb6c501,Christian Wilkins,Chris Reed,2.30130799999998,3.17535824750532,1,0,0,0.25,757.1773081725538,1093.1425934339131,761.5381770040342,1088.7817246024329,63,38
13634,1502095,61438e92-716e-410e-bd6e-cb350cb6c501,Christian Wilkins,Julie'N Davenport,1.10217499999999,5.6558995747803,1,0,0,0.25,761.5381770040342,1125.2682968676863,766.1965329646385,1120.609940907082,64,121
13635,1502095,61438e92-716e-410e-bd6e-cb350cb6c501,Zach Sieler,Mark Glowinski,NA,NA,0,0,0,0,751.1422292828962,1105.3176006145527,750.6382854341017,1105.8215444633472,39,136
13636,1502095,61438e92-716e-410e-bd6e-cb350cb6c501,John Jenkins,Eric Fisher,NA,NA,0,0,0,0,748.423500261582,1102.0585129538945,747.9177292970976,1102.564283918379,27,76
15419,1502095,6e6e1d63-4a47-40c7-81ba-93df4abe9588,Chris Williams,Liam Eichenberg,NA,NA,0,0,0,0,750.2782027796269,1097.70725377061,749.7510055808395,1098.2344509693974,4,106
15420,1502095,6e6e1d63-4a47-40c7-81ba-93df4abe9588,Taylor Stallworth,Jesse Davis,NA,NA,0,0,0,0,747.6956260903191,1128.4433932267045,747.2743425415314,1128.8646767754922,9,121
15421,1502095,6e6e1d63-4a47-40c7-81ba-93df4abe9588,Bobby Okereke,Greg Mancz,NA,NA,0,0,0,0,715.6268114540604,1112.798825225831,714.8031082045425,1113.622528475349,96,15
15422,1502095,6e6e1d63-4a47-40c7-81ba-93df4abe9588,Darius Leonard,Austin Jackson,NA,NA,0,0,0,0,701.2238206962361,1138.9541816055987,700.249493021304,1139.9285092805308,69,120
15720,1502095,6ffb2f1f-a86e-4303-811a-833893a10aae,Emmanuel Ogbah,Mark Glowinski,NA,NA,0,0,0,0,773.4337738945778,1105.8215444633472,772.4789155112724,1106.7764028466527,108,137
15721,1502095,6ffb2f1f-a86e-4303-811a-833893a10aae,Emmanuel Ogbah,Ryan Kelly,NA,NA,0,0,0,0,772.4789155112724,1113.2299464408247,771.6007425204277,1114.1081194316694,109,138
15723,1502095,6ffb2f1f-a86e-4303-811a-833893a10aae,Christian Wilkins,Eric Fisher,3.03306599999999,5.2043251243557,1,0,0,0.25,766.1965329646385,1102.564283918379,770.4550722911684,1098.3057445918491,65,77
15724,1502095,6ffb2f1f-a86e-4303-811a-833893a10aae,Jaelan Phillips,Chris Reed,NA,NA,0,0,0,0,763.9636452046888,1088.7817246024329,761.9256829210993,1090.8196868860223,71,39
15725,1502095,6ffb2f1f-a86e-4303-811a-833893a10aae,John Jenkins,Julie'N Davenport,1.34999299999998,4.37732795207305,1,0,0,0.25,747.9177292970976,1120.609940907082,749.2228266372645,1119.3048435669152,28,122
16064,1502095,71c1b60e-e3c6-4de6-86b3-544427581bdd,Grover Stewart,Robert Hunt,NA,NA,0,0,0,0,772.8612984667415,1104.1670813162943,770.6409655298714,1106.3874142531645,61,156
16065,1502095,71c1b60e-e3c6-4de6-86b3-544427581bdd,Deforest Buckner,Jesse Davis,1.93728999999996,4.37932643222677,1,0,0,0.25,766.6908891901063,1128.8646767754922,770.8085100564202,1124.7470559091782,73,122
16066,1502095,71c1b60e-e3c6-4de6-86b3-544427581bdd,Al-Quadin Muhammad,Greg Mancz,2.45457099999999,4.94580630433501,1,0,0,0.25,751.084148614796,1113.622528475349,756.4260574616613,1108.280619628484,52,16
16068,1502095,71c1b60e-e3c6-4de6-86b3-544427581bdd,Al-Quadin Muhammad,Robert Hunt,2.45457099999999,4.94580630433501,1,0,0,0.25,756.4260574616613,1106.3874142531645,761.5359161144548,1101.277555600371,53,157
16069,1502095,71c1b60e-e3c6-4de6-86b3-544427581bdd,Deforest Buckner,Liam Eichenberg,0.802592999999973,3.38094661300648,1,0,0,0.25,770.8085100564202,1098.2344509693974,774.4710387328248,1094.571922292993,74,107
16070,1502095,71c1b60e-e3c6-4de6-86b3-544427581bdd,Deforest Buckner,Austin Jackson,1.16994899999997,3.41177373223958,1,0,0,0.25,774.4710387328248,1139.9285092805308,778.5053616412498,1135.8941863721057,75,121
16071,1502095,71c1b60e-e3c6-4de6-86b3-544427581bdd,Grover Stewart,Jesse Davis,NA,NA,0,0,0,0,770.6409655298714,1124.7470559091782,768.7563010165408,1126.6317204225088,62,123
16380,1502095,73e26fd0-0378-47c8-b89e-590d70961e62,Adam Butler,Chris Reed,NA,NA,0,0,0,0,735.2900564403702,1090.8196868860223,734.0841847183481,1092.0255586080443,91,40
16382,1502095,73e26fd0-0378-47c8-b89e-590d70961e62,Sam Eguavoen,Eric Fisher,NA,NA,0,0,0,0,743.1473647446409,1098.3057445918491,742.6467291390304,1098.8063801974597,27,78
16383,1502095,73e26fd0-0378-47c8-b89e-590d70961e62,Adam Butler,Chris Reed,NA,NA,0,0,0,0,734.0841847183481,1092.0255586080443,732.9200866651059,1093.1896566612866,92,41
16384,1502095,73e26fd0-0378-47c8-b89e-590d70961e62,Sam Eguavoen,Mark Glowinski,2.9038569999999,2.42002066106883,1,0,0,0.25,742.6467291390304,1106.7764028466527,743.9253715026426,1105.4977604830406,28,138
16385,1502095,73e26fd0-0378-47c8-b89e-590d70961e62,Emmanuel Ogbah,Ryan Kelly,NA,NA,0,0,0,0,771.6007425204277,1114.1081194316694,770.7576323057334,1114.9512296463636,110,139
16386,1502095,73e26fd0-0378-47c8-b89e-590d70961e62,Jerome Baker,Matt Pryor,NA,NA,0,0,0,0,695.9494474270904,1104.8486327223281,695.2686071758043,1105.5294729736142,101,21
16625,1502095,75bc7e45-35cd-4123-893c-5576db873958,Adam Butler,Chris Reed,NA,NA,0,0,0,0,732.9200866651059,1093.1896566612866,731.7961235647423,1094.3136197616502,93,42
16626,1502095,75bc7e45-35cd-4123-893c-5576db873958,Jerome Baker,Matt Pryor,2.405145,9.55722239983982,1,0,0,0.25,695.2686071758043,1105.5294729736142,697.9570385899556,1102.8410415594628,102,22
16627,1502095,75bc7e45-35cd-4123-893c-5576db873958,Jaelan Phillips,Mark Glowinski,2.405145,7.54820508465423,1,0,0,0.25,761.9256829210993,1105.4977604830406,765.8935418350229,1101.529901569117,72,139
16628,1502095,75bc7e45-35cd-4123-893c-5576db873958,Jaelan Phillips,Ryan Kelly,1.51638199999999,5.68412702180378,1,0,0,0.25,765.8935418350229,1114.9512296463636,769.8691207933713,1110.9756506880153,73,140
16694,1502095,764988c5-0885-4deb-a1a7-ee29290fabbf,Christian Wilkins,Mark Glowinski,NA,NA,0,0,0,0,770.4550722911684,1101.529901569117,768.3654457905633,1103.6195280697223,66,140
16695,1502095,764988c5-0885-4deb-a1a7-ee29290fabbf,Zach Sieler,Ryan Kelly,NA,NA,0,0,1,0.5,750.6382854341017,1110.9756506880153,753.6547505019363,1107.9591856201807,40,141
16698,1502095,764988c5-0885-4deb-a1a7-ee29290fabbf,Adam Butler,Chris Reed,NA,NA,0,0,0,0,731.7961235647423,1094.3136197616502,730.7107641343164,1095.3989791920762,94,43
16699,1502095,764988c5-0885-4deb-a1a7-ee29290fabbf,Zach Sieler,Mark Glowinski,NA,NA,0,0,1,0.5,753.6547505019363,1103.6195280697223,756.636406906399,1100.6378716652596,41,141
16700,1502095,764988c5-0885-4deb-a1a7-ee29290fabbf,Adam Butler,Julie'N Davenport,NA,NA,0,0,0,0,730.7107641343164,1119.3048435669152,729.8192228627996,1120.1963848384319,95,123
17196,1502095,79c7d28d-1fc9-42f6-989d-a2b8b3a8b7fd,Deforest Buckner,Jesse Davis,NA,NA,0,0,0,0,778.5053616412498,1126.6317204225088,776.8790569428918,1128.2580251208667,76,124
17197,1502095,79c7d28d-1fc9-42f6-989d-a2b8b3a8b7fd,Tyquan Lewis,Robert Hunt,NA,NA,0,0,0,0,763.3050869524905,1101.277555600371,761.667516950293,1102.9151256025684,80,158
17199,1502095,79c7d28d-1fc9-42f6-989d-a2b8b3a8b7fd,Tyquan Lewis,Austin Jackson,NA,NA,0,0,0,0,761.667516950293,1135.8941863721057,760.4033718402304,1137.1583314821683,81,122
17200,1502095,79c7d28d-1fc9-42f6-989d-a2b8b3a8b7fd,Kemoko Turay,Liam Eichenberg,NA,NA,0,0,0,0,754.2975077315348,1094.571922292993,753.7445762340349,1095.1248537904928,18,108
17917,1502095,7f426708-69da-408f-b015-eb424f16a73a,Emmanuel Ogbah,Eric Fisher,2.45457900000008,2.83028267139521,1,0,0,0.25,770.7576323057334,1098.8063801974597,772.485553692027,1097.0784588111662,111,79
17919,1502095,7f426708-69da-408f-b015-eb424f16a73a,Jerome Baker,Chris Reed,NA,NA,0,0,0,0,697.9570385899556,1095.3989791920762,697.2549722704556,1096.101045511576,103,44
17920,1502095,7f426708-69da-408f-b015-eb424f16a73a,Sam Eguavoen,Mark Glowinski,NA,NA,0,0,0,0,743.9253715026426,1100.6378716652596,743.4299252976433,1101.133317870259,29,142
17921,1502095,7f426708-69da-408f-b015-eb424f16a73a,Sam Eguavoen,Ryan Kelly,NA,NA,0,0,0,0,743.4299252976433,1107.9591856201807,742.9598340568685,1108.4292768609555,30,142
17923,1502095,7f426708-69da-408f-b015-eb424f16a73a,Adam Butler,Matt Pryor,1.49880000000007,4.28802985064237,1,0,0,0.25,729.8192228627996,1102.8410415594628,732.6749936042712,1099.9852708179912,96,23
18654,1502095,84190d04-47c2-48f5-9fa6-018a32a3def1,Sam Eguavoen,Eric Fisher,1.20673800000009,4.06724722631906,1,0,0,0.25,742.9598340568685,1097.0784588111662,744.2056986172545,1095.8325942507804,31,80
18656,1502095,84190d04-47c2-48f5-9fa6-018a32a3def1,Sam Eguavoen,Mark Glowinski,NA,NA,0,0,0,0,744.2056986172545,1101.133317870259,743.7109667942431,1101.6280496932704,32,143
18657,1502095,84190d04-47c2-48f5-9fa6-018a32a3def1,Emmanuel Ogbah,Julie'N Davenport,NA,NA,0,0,0,0,772.485553692027,1120.1963848384319,771.7192132271516,1120.9627253033073,112,124
18900,1502095,86328644-170a-42e3-92a5-faaabcae4d30,Al-Quadin Muhammad,Jesse Davis,NA,NA,0,0,0,0,761.5359161144548,1128.2580251208667,759.6353356139375,1130.1586056213841,54,125
18901,1502095,86328644-170a-42e3-92a5-faaabcae4d30,Deforest Buckner,Robert Hunt,NA,NA,0,0,0,0,776.8790569428918,1102.9151256025684,775.0237477652154,1104.7704347802448,77,159
18902,1502095,86328644-170a-42e3-92a5-faaabcae4d30,Deforest Buckner,Greg Mancz,NA,NA,0,0,0,0,775.0237477652154,1108.280619628484,773.2812999693249,1110.0230674243744,78,17
18923,1502095,864320ec-71e9-433d-9f1f-20136ff5fdfc,Jaelan Phillips,Ryan Kelly,NA,NA,0,0,0,0,769.8691207933713,1108.4292768609555,768.0847965334611,1110.2136011208656,74,143
18925,1502095,864320ec-71e9-433d-9f1f-20136ff5fdfc,Sam Eguavoen,Eric Fisher,NA,NA,0,0,0,0,743.7109667942431,1095.8325942507804,743.2000460617166,1096.343514983307,33,81
18926,1502095,864320ec-71e9-433d-9f1f-20136ff5fdfc,Jerome Baker,Chris Reed,2.61265199999998,2.74767174167512,1,0,0,0.25,697.2549722704556,1096.101045511576,699.7641050625155,1093.5919127195161,104,45
18927,1502095,864320ec-71e9-433d-9f1f-20136ff5fdfc,Jaelan Phillips,Mark Glowinski,NA,NA,0,0,0,0,768.0847965334611,1101.6280496932704,766.2664932786992,1103.4463529480324,75,144
18928,1502095,864320ec-71e9-433d-9f1f-20136ff5fdfc,Jaelan Phillips,Ryan Kelly,NA,NA,0,0,0,0,766.2664932786992,1110.2136011208656,764.5942206406655,1111.8858737588994,76,144
18929,1502095,864320ec-71e9-433d-9f1f-20136ff5fdfc,Jaelan Phillips,Matt Pryor,1.25787099999999,5.47644044978123,1,0,0,0.25,764.5942206406655,1099.9852708179912,768.1939214411774,1096.3855700174793,77,24
20434,1502095,9092d6af-780e-489f-a902-54ca21ed1554,Adam Butler,Julie'N Davenport,NA,NA,0,0,0,0,732.6749936042712,1120.9627253033073,731.81812178563,1121.8195971219484,97,125
20435,1502095,9092d6af-780e-489f-a902-54ca21ed1554,Emmanuel Ogbah,Chris Reed,NA,NA,0,0,0,0,771.7192132271516,1093.5919127195161,770.838265610204,1094.4728603364638,113,46
20436,1502095,9092d6af-780e-489f-a902-54ca21ed1554,Jaelan Phillips,Mark Glowinski,NA,NA,0,0,0,0,768.1939214411774,1103.4463529480324,766.4743572876148,1105.1659171015951,78,145
20437,1502095,9092d6af-780e-489f-a902-54ca21ed1554,Jaelan Phillips,Ryan Kelly,NA,NA,0,0,0,0,766.4743572876148,1111.8858737588994,764.891479526784,1113.4687515197302,79,145
20438,1502095,9092d6af-780e-489f-a902-54ca21ed1554,Jerome Baker,Eric Fisher,NA,NA,0,0,0,0,699.7641050625155,1096.343514983307,699.0924137459498,1097.0152062998727,105,82
20858,1502095,93b7a734-fc4b-490a-a107-2058064adc92,Tyquan Lewis,Robert Hunt,NA,NA,0,0,0,0,760.4033718402304,1104.7704347802448,758.8831012090052,1106.29070541147,82,160
20859,1502095,93b7a734-fc4b-490a-a107-2058064adc92,Al-Quadin Muhammad,Liam Eichenberg,NA,NA,0,0,0,0,759.6353356139375,1095.1248537904928,757.3193816344676,1097.4408077699627,55,109
20860,1502095,93b7a734-fc4b-490a-a107-2058064adc92,Bobby Okereke,Jesse Davis,NA,NA,0,0,0,0,714.8031082045425,1130.1586056213841,714.0910859856215,1130.8706278403051,97,126
20862,1502095,93b7a734-fc4b-490a-a107-2058064adc92,Kemoko Turay,Greg Mancz,NA,NA,0,1,0,1,753.7445762340349,1110.0230674243744,760.2476858411557,1103.5199578172537,19,18
20863,1502095,93b7a734-fc4b-490a-a107-2058064adc92,Deforest Buckner,Liam Eichenberg,NA,NA,0,0,0,0,773.2812999693249,1097.4408077699627,771.4590567394007,1099.263050999887,79,110
20865,1502095,93bb9399-0f72-407f-877f-e7b38d637d8c,Andrew Van Ginkel,Ryan Kelly,NA,NA,0,0,0,0,728.0139784437093,1113.4687515197302,726.656304384499,1114.8264255789406,71,146
20866,1502095,93bb9399-0f72-407f-877f-e7b38d637d8c,Zach Sieler,Eric Fisher,NA,NA,0,0,0,0,756.636406906399,1097.0152062998727,756.0838589926603,1097.5677542136114,42,83
