"play_uuid","game_id","sack_player","sack"
"225ee773-fd26-45b4-9e93-09679cd834b1",1502050,"Chandler Jones",1
"190c34ff-fa05-4a4b-8843-a33baef3f9e3",1502050,"Chandler Jones",1
"a0b3440c-cd36-478d-974d-8c3d50a81340",1502050,"Chandler Jones",1
"9fb0381e-650f-4407-951d-b47887c22929",1502050,"Harold Landry III",1
"82dceb2a-2aa1-4187-a998-b68300747b92",1502050,"Jeffery Simmons",1
"a574eec5-ef88-41e2-aade-8baeb671dbda",1502050,"Chandler Jones",1
"9c693637-d9f6-4dd6-95e5-36a1b8db06f5",1502050,"Chandler Jones",1
"919eedda-2eb3-4970-bb6f-1ea52d1391dc",1502050,"Michael Dogbe",1
"1c6d9782-4ee5-420d-bb85-882b48d16acd",1502051,"Mario Addison",1
"5f05ddd1-f693-4efb-82a0-69369cb10136",1502051,"T.J. Watt",1
"c630f0f1-0815-49fe-b75a-9ca55b1e88f8",1502051,"Jordan Poyer",1
"c851d392-91dc-4973-b9f9-130e5ca9601d",1502051,"Cameron Heyward",1
"dc048280-ec26-4010-88a0-7e2296a0fe0e",1502051,"T.J. Watt",1
"8c53ef6b-8a47-4897-9a58-8808e54ea5ab",1502052,"Jacob Tuioti-Mariner",1
"e0c971a9-b59f-4347-aa5f-570161eea437",1502052,"Hassan Ridgeway",1
"bed390d4-47e4-4771-aab7-778b8bdb5eaf",1502052,"Javon Hargrave",1
"bf496181-1528-452f-9b1f-4da62f37eee8",1502052,"Hassan Ridgeway",1
"8ded8871-66be-42f9-80e7-c9ecad5fc9e3",1502052,"Javon Hargrave",1
"e61bd6dc-7ef6-4ecd-801b-40d1063d3a85",1502053,"Chris Jones",1
"8243aa9c-9d3e-40a9-800e-c54c4bac737a",1502053,"Joe Jackson",1
"38a700e5-36ea-46ba-8732-e9e08a0d6d11",1502053,"Chris Jones",1
"55c854d3-bc11-4f2b-aae1-de6796317116",1502053,"Myles Garrett",1
"305ecfe2-650e-4436-8bfb-d4ac94ab005a",1502054,"Marcus Davenport",1
"2f294a3a-22a5-4b13-bde2-204788bc2384",1502054,"Tanoh Kpassagnon",1
"53b19930-1b7b-47b7-8213-f4f6a6d7bfaf",1502055,"Von Miller",1
"6447672a-bbef-48a0-844e-ef07667bc02b",1502055,"Azeez Ojulari",1
"c95efc95-5e56-4c80-b2ec-5dd96651f33a",1502055,"Leonard Williams",1
"5afb2ed2-0821-4ca9-915e-eeff06f6c811",1502055,"Von Miller",1
"68278130-e5c2-44f9-9964-d84e511f99bf",1502056,"Andrew Van Ginkel",1
