game_id,play_uuid,sack_player,sack
1071966,11863ff7-4072-4a2c-a987-b94549d4c297,Arden Key,1
1071966,c1e67bd4-69f2-4405-a349-c27a7edf28f4,Jordan Willis,1
1071968,a23d517e-b2d7-4b4a-88a6-7aa99db0a23b,Melvin Ingram,1
1071968,bdcee57e-82d4-4ffa-beb2-22ed518532a0,Bradley Chubb,1
1071970,d1f44fcc-def2-4406-a6ae-d8122577d260,Daniel Ekuale,1
1071970,32b7b913-5272-4494-bc8d-60b65760d1f8,Matthew Judon,1
1071998,73a52842-5ab3-495a-9f2b-ac864577ffc3,Dalvin Tomlinson,1
1071998,d3226d69-a2b2-40c0-99dc-2b9db7d40c4d,Armon Watts,1
1071998,37c7c0b9-f57f-4fff-8c28-fd524b9b686b,Harrison Smith,1
1071998,abc46a34-280c-45cf-aa62-7560a2fb37cb,Eric Kendricks,1
1071998,df4787ec-4449-4e72-8559-bc1d675e0626,Sheldon Richardson,1
1072024,86eaadc0-484c-41fe-950a-51571b0ee2c8,Jerome Baker,1
1072024,8d0e0c62-a0ab-430a-ac98-2f604ce79c92,Emmanuel Ogbah,1
1072024,ee482d41-7b01-4bd4-9a71-a921ecd49662,John Franklin-Myers,1
1072024,da956f28-3216-4eb0-8419-49ac6c7647f2,Brandon Jones,1
1072024,484de401-f694-42c5-b468-cd02184d05f5,Andrew Van Ginkel,1
1072024,9b5e5f73-d03e-472b-8935-2e98a4510a04,Zach Sieler,1
1072024,7cc1dc96-ba92-40b9-9498-faff2cba12b3,Jerome Baker,1
1072046,47834913-6074-4f2c-a90a-0acc78904d21,Akiem Hicks,1
1072046,e9cee2c5-235d-4652-9dab-fd05a0a95c31,Robert Quinn,1
1072046,65e75b68-d71b-4a56-a4f9-5a059f2fbb4b,D.J. Wonnum,1
1072046,e3365976-f3f9-45c4-815b-43d3681c9175,Robert Quinn,1
1072046,da5e97d5-6867-4e62-87a9-65f669ac6f66,D.J. Wonnum,1
1072046,03854e15-f901-4577-a624-82338dc11768,D.J. Wonnum,1
1072046,b0e5cf58-70b1-4ce7-aa66-6667f179d348,Akiem Hicks,1
1072050,b209c719-1808-48d5-bbea-6aa2ed36ce7a,Bunmi Rotimi,1
1072050,26d6d473-d24e-4ba0-9c1b-db8da7d4b55c,Montez Sweat,1
1072050,28aabe9e-e80e-4053-9f3b-7dc6e060c2d3,Fletcher Cox,1
1072050,aa6ef333-9bbe-4eef-a58b-ae265359f929,Jonathan Allen,1
1072050,1d757efd-61aa-4a8a-9d43-3ffd74d40ce6,Fletcher Cox,1
1072056,b3bf4f29-7360-4227-ad9d-62102adb7a4c,Lorenzo Carter,1
1072056,7f36b17b-8433-43a5-9d98-62952476fb8b,Josh Sweat,1
1072056,baeca541-8cf3-431b-b7e4-a805e7713f59,Milton Williams,1
1072064,1beb0dbe-a985-4f10-8e3c-22adbb08b52e,C.J. Mosley,1
1072064,c3951958-13c0-4399-8ed5-28a63e42f450,Jihad Ward,1
1072066,f77e8d35-8887-48ea-a252-561f078f42ba,Derrick Barnes,1
1072066,ce0c4694-304e-4b28-805e-3926f8e34e14,Alim Mcneill,1
1072066,d4fdca52-6728-460f-95ae-f15f018f47f8,Austin Bryant,1
1072068,91d953af-c068-482d-91b3-ff344f038ba3,Jerry Tillery,1
1072068,65820e7d-e87e-440f-a99a-7642c9bf67fa,Michael Dwumfour,1
1072070,7926dc5f-7067-4263-910a-e6c86d0f23f6,Bilal Nichols,1
1072070,97790527-ed8a-4083-b234-2e13c5b3afed,Rasheem Green,1
1072070,3945450b-44e3-4a88-b5d4-e6f789890f65,Al Woods,1
1072070,bcf4b3d9-23d7-4e05-a816-6cc378770a18,Rasheem Green,1
1072070,6e5e003c-4129-49e5-b973-931325e2ec80,Robert Quinn,1
1072070,ba0228a0-b6ec-4676-afb7-bc475f7ca3b0,Carlos Dunlap,1
1072072,1f9a9220-5f3e-447a-a4be-b0445e482b29,Frank Clark,1
1072072,9dd18434-0d15-4bde-a2fb-83728ceeb332,Alex Highsmith,1
1072072,70a3495f-96c7-4f64-8004-6434f73580cd,Cameron Heyward,1
1072072,8d2242b6-4313-48fa-b15b-9e958b349e7d,Tershawn Wharton,1
1072081,be4b7297-dce6-469a-b24e-5d6f8a176e18,Josh Sweat,1
1072081,6b866083-a348-478a-832a-79b9971aeb0b,Jamin Davis,1
1072081,7b810fb7-06b6-4796-809a-69ca7c8a7d85,Josh Sweat,1
1072081,2c87a75d-1372-4933-9124-005fd7869254,Genard Avery,1
1072089,dabe756a-ac57-46c7-b289-072a6371cb88,Kwity Paye,1
1072089,aad10ff6-007e-4afa-a254-6e9855bed336,Deforest Buckner,1
1072089,3cd693ae-b5d5-4f2e-b932-b94ac7c0e0b7,Yannick Ngakoue,1
1072097,6307e774-a61a-497d-aaa5-3b2b1d62d210,Arik Armstead,1
1072097,439a28e5-3720-4226-b27e-766efeff2180,Arden Key,1
1072099,3305b6c3-68be-410c-b20c-845d24d811fb,Jerry Tillery,1
1072101,d99313bc-c1c8-4e37-86d6-0b20bbb92016,Cameron Jordan,1
1072101,7a00937f-99b5-4417-aaf3-ebfed0d08c5b,P.J. Williams,1
1072101,0c2cf93a-e874-4f2e-9ae8-88b8884e9257,Derrick Brown,1
1072101,3a937847-af9a-4e70-950f-cb60f93817d1,Jeff Heath,1
1072101,75c54498-effa-4aea-8fc1-c38259990bb7,Jeremy Chinn,1
1072101,332a3944-d816-4e4f-b6b7-0cec4194d73b,C.J. Gardner-Johnson,1
1072101,f0551446-58a7-407a-bbf6-e262c45d2ff9,Cameron Jordan,1
1072103,c5641d1f-c42b-4fca-aaa7-369b146682ea,Austin Bryant,1
1072105,fb2e34cb-b4c7-4dde-9313-6a7345a51b06,Budda Baker,1
1072105,58d310d0-0853-4b91-98cc-1dfa2df1624e,Chandler Jones,1
1072105,f33426ba-16a3-4f51-8975-b85db16b3d9f,Dorance Armstrong,1
1072107,92eafc41-5244-4150-ae4f-698afaa68511,Rashan Gary,1
1072107,36797dab-4079-4796-8f4a-8c0b044cd173,Preston Smith,1
1072109,4e46118b-7c6d-403d-b159-a46e1f4574dd,Shelby Harris,1
1072109,99021c5e-e0b5-411c-972b-0047f3cd311a,Derrick Nnadi,1
1072111,461897c8-378b-4a76-879e-a0006170abed,Trysten Hill,1
1072111,0d55a6da-dced-45ab-bb92-0c9614f1cc51,Raequan Williams,1
1072111,b8d1ebd8-15f6-4743-a025-8cc3b1becccb,DeMarcus Lawrence,1
1072111,e3b1f5ad-a246-4ac8-b832-1bcb93afa29c,Tarell Basham,1
1072111,9fbfa6ce-307a-4b29-a2df-d71374956543,Tarell Basham,1
1072113,3d684aaa-a135-4b9d-a806-a7972d3e8bfb,Jordan Poyer,1
1072113,eff33671-b4e7-4434-a7ee-7c90be20f200,Vernon Butler,1
1072113,51898d51-35ea-4d32-af48-655940df7364,Mario Addison,1
1072113,5de0f304-6c7d-42de-8929-47efae0c68a5,Jordan Poyer,1
1072113,a5c7badf-a2e3-42c5-922d-71abb849b85c,Ed Oliver,1
1072113,ac851d6c-48b7-45ed-8a1f-3ad5f94e0652,Mario Addison,1
1072113,b939f2f0-fdc9-4e3f-ab41-ff0a522cc12a,Matt Milano,1
1072113,d9b5aae3-9817-4170-b559-bbb8de7b4457,Jerry Hughes,1
1072113,6e049ae9-94ca-4d82-b025-e77604a428a5,A.J. Epenesa,1
1072115,142bb544-5439-484c-926d-363eed3e8f28,Julian Okwara,1
1072115,f3d79b8b-c7d8-48d8-a248-81255b2d6e2a,Dean Lowry,1
1072115,32bee8f4-b7fd-4bf5-94fb-e27af1a2a3f4,Jessie Lemonier,1
1072115,2d09d6c3-7a23-425d-b606-bd96c3d5654f,Julian Okwara,1
1072117,c0bf1d58-d8ba-487c-ad25-0d279969616c,Al-Quadin Muhammad,1
1072117,7ba3069c-2fe9-4dc6-9e22-3a3d115893ca,Josh Allen,1
1072117,6be2c6e3-8c87-4135-bd37-20d14d4b5d50,Josh Allen,1
1072117,c442e744-c47c-4261-ba2d-d53b6db7be7c,Damien Wilson,1
1072117,3e7e57d3-81bb-41dd-825c-faf920a9bf8a,Malcom Brown,1
1072117,f10a30a1-9188-41cf-a212-3f9988e4016d,Dawuane Smoot,1
1072117,16a45877-3633-47a1-9672-7b326d2c6932,Adam Gotsis,1
1072119,644d0d31-0ba1-4f02-bbe8-fb5a569f1da9,Uchenna Nwosu,1
1072119,453f3c55-2862-420c-acb8-901a2f1f8c28,Justin Jones,1
1072119,946592b1-b867-436d-8f93-88f675292a41,Quinton Jefferson,1
1072119,2c4a76ac-358d-4240-a10a-7aa8291ee152,Maxx Crosby,1
1072119,558100fd-bb74-42dd-9198-e1c9dd5ef407,Joey Bosa,1
1072121,ce245c08-a58c-4584-8fc1-254bc6c3ef42,Logan Ryan,1
1072121,ca207e82-da68-4fdc-aca4-535b5d3858da,Jonathan Allen,1
1072121,2dbc79ff-b500-4e45-9743-bef6d6263e6d,Lorenzo Carter,1
1072121,2097bdac-e0a8-45cb-8386-d2e1d2d83f2e,Leonard Williams,1
1072121,4421ed48-0616-4436-8f27-4eaae991d746,Matt Ioannidis,1
1072121,9c1361cc-3dbb-4bf5-8fa3-60a54a0d72bd,Shaka Toney,1
1072123,60287e93-7491-401a-9f95-563582298c7f,Trey Hendrickson,1
1072123,2d03e55d-cd21-4b1d-ae51-b7811f5ac50c,Sam Hubbard,1
1072123,04014b93-71fc-4aa1-b86f-dac4ee6b1beb,Quinton Jefferson,1
1072123,16eb0d52-5bc0-44ef-937d-c3c7d0ced724,Maxx Crosby,1
1072123,d767abba-9e8d-4b9e-94e8-7af01c1da8d8,B.J. Hill,1
1072125,f80360af-7be7-4493-a4df-ed8f19ce5ed5,Angelo Blackson,1
1072125,683ea0f4-0a2f-4543-8241-202c6739e08c,D.J. Wonnum,1
1072125,9e3430db-3d74-4213-8b77-9a8e48654f7e,Mario Edwards Jr.,1
1072125,d5c408a3-4469-41cb-a876-c3cc0c50a062,D.J. Wonnum,1
1072125,010a41fb-3ff9-4e3b-9352-468cb99941ac,Anthony Barr,1
1072125,5e134da0-dbab-43c3-b23a-553212c7defa,Robert Quinn,1
1072125,f7b28198-a85c-4384-b159-0fae107081d3,Dalvin Tomlinson,1
1072125,d15f0772-e076-4516-bc04-6853222181e9,Kenny Willekes,1
1072125,a59e0d98-2f7e-4bb5-b22d-0e745e915614,Kenny Willekes,1
1072127,0073b416-fd5e-4954-b2ff-2c01a627e80f,Kyle Peko,1
1072127,3d11a397-1da9-428b-b266-866327a5d717,Maliek Collins,1
1072127,66b42244-9476-41f8-b50b-7ac2d07a07a1,Jeffery Simmons,1
1072129,d04672ef-bfe1-4bf2-beed-74257bf83058,Star Lotulelei,1
1072129,24681617-af60-4ef6-93fa-fb8d5f9a2e09,Jerry Hughes,1
1072129,14dab63e-94e2-49d2-adf0-b546877aa7dd,Carlos Basham Jr.,1
1072131,bf9f98ce-5745-48fe-9f0a-139ee42a3c61,Arik Armstead,1
1072131,536d987a-c88f-4276-a755-8a8db72ba158,A'Shawn Robinson,1
1072131,adcab1c2-58d4-4d9a-a171-7b2cc8d20757,Troy Reeder,1
1072131,7dbdbc1a-ec59-45cb-8bfb-2bf39e332388,D.J. Jones,1
1072131,458eeaaa-b9ac-4b7a-9bb9-9f16208a7705,Fred Warner,1
1072131,eb7e21c0-ef0c-4768-ae5a-de2b16a85a82,Von Miller,1
1072131,f7042c3f-8368-4e54-ab38-ab93fbd8ffce,Arik Armstead,1
1072133,5a2129c6-425c-4bbd-9895-5db5835cc6fd,Antoine Winfield Jr.,1
1072133,780cdd13-77bc-4027-b629-a9c1e81a93f3,Javon Hargrave,1
1072133,fb165c1d-fee7-4051-be17-416d9235a34f,Javon Hargrave,1
1072133,a6b5170f-dcc9-4177-aa22-169e9cb9a56f,Ryan Kerrigan,1
1072133,b115954e-ad8a-4d6e-bc73-52094487c360,Alex Singleton,1
1072135,2e7fd505-4f07-4457-9193-c049542156d3,Myles Hartsfield,1
1072135,01166634-23d5-4a89-b7d7-527129d0da1f,Anthony Nelson,1
1072137,d7fc4da2-b93f-4baa-93f9-c3adcc6b0bd7,Rashard Lawrence,1
1072137,fb971ead-69a8-459a-b547-17a64fd9e4c1,Darrell Taylor,1
1072137,b3265aa8-54c3-44d7-ae68-88c115da1a46,Carlos Dunlap,1
1072137,0a2c56a2-36ba-4b90-8d8a-e923175009e1,Poona Ford,1
1072137,04b7f0a0-b6be-447a-87fc-cb212243474b,Kerry Hyder Jr.,1
1072137,2a19085c-42c2-4150-bddd-bad094b061c1,Carlos Dunlap,1
1072139,ff888d6f-7a3d-41d3-adbc-4adbc40fc734,Nick Bosa,1
1072139,dc731af2-a36d-4ec7-a228-86872a45acc6,Arik Armstead,1
1072139,68cdf8df-0707-4b5b-8636-f0004c412bf3,D.J. Jones,1
1072139,681b9dc5-1ed9-4107-b67e-7ca567b3a1f0,Charles Omenihu,1
1072139,dd0ea3fd-e074-456b-9410-82f2fb61c192,Kevin Givens,1
1072141,cc976f43-09d2-480c-8b29-370da681d99c,Kyle Van Noy,1
1072141,d0a57d50-9363-4ee7-9d6b-df1faec727a8,Andrew Van Ginkel,1
1072141,a403247c-1b6b-407b-b085-eb08d678db29,Christian Wilkins,1
1072143,d77e46b1-3ffd-40a6-a6cb-3dc94c9c5978,Tershawn Wharton,1
1072143,86fa52e8-08fa-4e6a-a495-ccbd86b731d1,Alex Highsmith,1
1072143,c8b1c7d5-cdbe-42c7-ba2b-89f7cec856b3,Montravius Adams,1
1072143,f4da4a30-fc0f-4cb1-a5c6-00194f9d66d8,T.J. Watt,1
1072143,643668d9-48f2-48dd-ad15-d6febbfbebe0,Mike Danna,1
1072145,d729038b-bdd1-4ac8-85f5-be7ee6841122,David Onyemata,1
1072145,21f6a98a-2893-44d8-a74b-16561b47f012,Cameron Jordan,1
1072147,216afe70-506a-4da5-ba64-da30a14f82eb,Markus Golden,1
1072147,45fcaad1-30c8-4813-a657-c198ab17b57d,Von Miller,1
1072147,cef01d0d-7adc-4bf4-9dcd-13b9d4d33fad,Aaron Donald,1
1072149,e9beac7a-cf60-48fe-9c3e-5dc7b5812af7,Denico Autry,1
1072149,733b5cbf-0d06-4206-b2a5-eaa3417414cd,Mike Hilton,1
1072149,fa8038b8-63a7-42d0-8ff1-9e79c856e553,Harold Landry III,1
1072149,9fc221c5-1b2d-49b4-b9bd-c6922c2c8f2e,Denico Autry,1
1072149,aaa73aec-1196-4d68-aa8d-167734f22dc8,Jeffery Simmons,1
1072149,646831b9-e0a3-4297-b4e3-6c6eb97c05b0,Bud Dupree,1
1072149,3deeeec8-28e7-4ed5-ad73-4b2821b6b9bc,Kyle Peko,1
1072149,783dab0c-10b7-4f72-ae3e-64b8e273ff27,Denico Autry,1
1072151,526230de-d181-4d8d-af95-4e14eeb6b1f8,Za'Darius Smith,1
1072151,e8f47037-8a41-4918-b842-1720dccbe621,Rashan Gary,1
1072151,4f4e59ef-a074-4322-b18c-349f92136c7a,Samson Ebukam,1
1072151,40fb1186-7029-471c-ab2d-1bc8b4b7243f,Rashan Gary,1
1072151,079e12cb-6190-4dd3-97fb-165b027e5086,Nick Bosa,1
1072151,1ca70ed5-161d-4e18-a548-d4cfc0df1583,Nick Bosa,1
1072151,a2cfb88d-e7e7-44a7-b2cb-d8afd7a40d88,Rashan Gary,1
1072151,a16477b9-939e-4d48-a5e6-807896c2467a,Nick Bosa,1
1072151,3eca4b1e-055d-4ec1-a244-20f9df5d8ae4,Arik Armstead,1
1072153,25018fe7-7ad3-47eb-ae3d-d59f6cbf0084,Vita Vea,1
1072153,117d7854-5fba-4217-a8a9-2b83666ea87f,Aaron Donald,1
1072153,875c642a-40cf-43dc-ad74-d2f0bcbb40cd,Von Miller,1
1072153,ff3e5cc8-efd0-44f4-9701-9319ed8619e9,Leonard Floyd,1
1072153,4970b260-f938-469b-836d-d64f649d2d3d,Jason Pierre-Paul,1
1072155,f6aace8b-155f-4561-9f12-c6fbc3013478,Melvin Ingram,1
1072155,76dd9079-e75b-4dc8-ae11-238111f6656f,Ed Oliver,1
1072155,f0176aef-646a-4291-8866-c9785ae85672,Taron Johnson,1
1072155,80e0c2b6-4270-49f3-b636-43de979b3cd7,Jarran Reed,1
1072155,287f478b-b0b1-424d-a2e5-bd9ca9ec9cba,Frank Clark,1
1072157,9b86757f-bcd7-4599-a73c-c4b3a9f8654f,Melvin Ingram,1
1072157,e7c93a6b-7bd5-4d6d-988a-f3269511ae94,B.J. Hill,1
1072157,8606d32f-ec90-47ec-9586-af1bc98d7ae2,Trey Hendrickson,1
1072157,2b68f512-8a9c-4d73-a180-0e283be33696,Sam Hubbard,1
1072157,79fc5514-2c1f-4e5b-852f-242b993b2185,Sam Hubbard,1
1072159,f23508b5-1e5a-4211-8b76-a5c283d514d4,Samson Ebukam,1
1072161,24911b1b-c9b1-48ba-b950-b2996262acc7,Trey Hendrickson,1
1072161,a7506880-4cfe-45f2-99eb-aa0a27093eef,Leonard Floyd,1
1072161,11304f46-236d-4b15-839e-0f1af956919c,Aaron Donald,1
1072161,2e7c0836-e97f-43d7-8396-e008adafac70,Aaron Donald,1
1072161,526c4a7e-d656-4660-a1c1-1894dceaa9ee,Ernest Jones,1
1072161,43f39250-dc22-418b-929c-3a1d93720052,D.J. Reader,1
1072161,ac98152d-dec0-4cfb-bd3d-bc0dceef3ea1,A'Shawn Robinson,1
1072161,9ef4c4aa-95dd-4d64-9f35-52d4a5f74546,Von Miller,1
1072161,28de99b8-549e-489c-b429-029e1ec48acc,Von Miller,1
1502043,602597f1-b5b6-446a-83f5-7775da28aa48,Kentavius Street,1
1502043,767e4a99-afb0-4a33-8085-5facd786b50d,Nick Bosa,1
1502043,cc7e15ab-63de-4d21-b084-34c822b9c414,Tracy Walker III,1
1502045,89363fdc-1d38-476d-be55-e6c1e625f2ce,Whitney Mercilus,1
1502046,042f7d23-44c7-48be-960c-2e4ec421a092,Joey Bosa,1
1502046,26df989c-8243-4d8e-80d4-c0c7abd8435d,Jonathan Allen,1
1502046,69887a23-620d-481c-a788-8eec10a5fa92,Montez Sweat,1
1502047,a7130e34-d18c-4c1b-acc5-3abd83118b10,Rasheem Green,1
1502047,2d3319db-c53f-4679-aa13-50374c2f926c,Khari Willis,1
1502047,a5d56b08-de4d-4242-bc38-c12bbf8f8328,Kenny Moore II,1
1502047,a13eefad-1463-4bc4-a085-f90e27fd9a96,Deforest Buckner,1
1502047,2a87b4f7-394c-4b69-bfdd-2c75ba43d306,Benson Mayowa,1
1502047,c9847d4d-9758-4939-9e8a-f1fe3c5c8841,Darrell Taylor,1
1502047,c6052df9-b381-427d-8a7f-02d1fb57fa09,Carlos Dunlap,1
1502048,18f40f79-878a-4483-89b1-fdd0b2c2ef21,Brian Burns,1
1502048,2504b3f0-4bf1-46f3-afce-64e473b4bf01,Haason Reddick,1
1502048,44befcd6-3674-41c6-9197-86cb65437cc9,Marquis Haynes Sr.,1
1502048,5ba7f3d3-b0d7-4007-ab2e-92910bb59b8f,John Franklin-Myers,1
1502048,048bc498-922d-4688-a759-4d48dd3318fb,Haason Reddick,1
1502048,2c16ce90-9159-4189-bf18-5bb52a9f8b95,Shaq Thompson,1
1502048,f0bbbfdd-1663-4d0e-88c7-fedb3faf6378,Derrick Brown,1
1502049,123bfa4b-21a0-492f-a2c8-c573334af97c,Nick Vigil,1
1502049,505bb702-5d7b-4052-8588-b1df3906a338,B.J. Hill,1
1502049,2cbb10f3-5750-4c97-b6bd-bc9b46394a8b,Larry Ogunjobi,1
1502049,d396cd03-e9a7-44c0-bac2-acad55d224f8,Harrison Smith,1
1502049,0245db40-a309-4ff2-86c8-d2024d7e555d,Michael Pierce,1
1502049,ac36e0c3-e73f-41b8-afaa-ea04a92630b5,Danielle Hunter,1
1502049,72052711-a58f-452d-8bef-58ae9511c783,B.J. Hill,1
1502049,a6b4df97-fef9-4a90-af17-248396ec9709,Michael Pierce,1
1502050,225ee773-fd26-45b4-9e93-09679cd834b1,Chandler Jones,1
1502050,190c34ff-fa05-4a4b-8843-a33baef3f9e3,Chandler Jones,1
1502050,a0b3440c-cd36-478d-974d-8c3d50a81340,Chandler Jones,1
1502050,9fb0381e-650f-4407-951d-b47887c22929,Harold Landry III,1
1502050,82dceb2a-2aa1-4187-a998-b68300747b92,Jeffery Simmons,1
1502050,a574eec5-ef88-41e2-aade-8baeb671dbda,Chandler Jones,1
1502050,9c693637-d9f6-4dd6-95e5-36a1b8db06f5,Chandler Jones,1
1502050,919eedda-2eb3-4970-bb6f-1ea52d1391dc,Michael Dogbe,1
1502051,1c6d9782-4ee5-420d-bb85-882b48d16acd,Mario Addison,1
1502051,5f05ddd1-f693-4efb-82a0-69369cb10136,T.J. Watt,1
1502051,c630f0f1-0815-49fe-b75a-9ca55b1e88f8,Jordan Poyer,1
1502051,c851d392-91dc-4973-b9f9-130e5ca9601d,Cameron Heyward,1
1502051,dc048280-ec26-4010-88a0-7e2296a0fe0e,T.J. Watt,1
1502052,8c53ef6b-8a47-4897-9a58-8808e54ea5ab,Jacob Tuioti-Mariner,1
1502052,e0c971a9-b59f-4347-aa5f-570161eea437,Hassan Ridgeway,1
1502052,bed390d4-47e4-4771-aab7-778b8bdb5eaf,Javon Hargrave,1
1502052,bf496181-1528-452f-9b1f-4da62f37eee8,Hassan Ridgeway,1
1502052,8ded8871-66be-42f9-80e7-c9ecad5fc9e3,Javon Hargrave,1
1502053,e61bd6dc-7ef6-4ecd-801b-40d1063d3a85,Chris Jones,1
1502053,8243aa9c-9d3e-40a9-800e-c54c4bac737a,Joe Jackson,1
1502053,38a700e5-36ea-46ba-8732-e9e08a0d6d11,Chris Jones,1
1502053,55c854d3-bc11-4f2b-aae1-de6796317116,Myles Garrett,1
1502054,305ecfe2-650e-4436-8bfb-d4ac94ab005a,Marcus Davenport,1
1502054,2f294a3a-22a5-4b13-bde2-204788bc2384,Tanoh Kpassagnon,1
1502055,53b19930-1b7b-47b7-8213-f4f6a6d7bfaf,Von Miller,1
1502055,6447672a-bbef-48a0-844e-ef07667bc02b,Azeez Ojulari,1
1502055,c95efc95-5e56-4c80-b2ec-5dd96651f33a,Leonard Williams,1
1502055,5afb2ed2-0821-4ca9-915e-eeff06f6c811,Von Miller,1
1502056,68278130-e5c2-44f9-9964-d84e511f99bf,Andrew Van Ginkel,1
1502056,7b090321-bd58-4779-b785-036a516416d1,Kyle Van Noy,1
1502056,f0026b8b-266e-457f-b412-560e4989ef77,Josh Uche,1
1502057,9100c40b-792c-44e4-8abe-7a026c3dcc8f,Maxx Crosby,1
1502057,ed1f6f4e-0033-46dc-84c6-d854389fd277,Justin Houston,1
1502057,d282dc58-1f0b-49f7-8d34-a97650f96656,Odafe Oweh,1
1502057,1be582ed-86e6-4c60-b266-1b9c27cb1168,Maxx Crosby,1
1502057,cc5c9cef-144f-4943-a3f5-b97eb14d9c63,Carl Nassib,1
1502059,cc03d2c5-299d-4305-96a2-6be3b387431c,Azeez Ojulari,1
1502059,ec91dfbc-cff0-4af6-a2ef-8d0d486c1fd4,Jonathan Allen,1
1502059,d2bf7052-0688-4e66-b8e0-bc624f51425c,Montez Sweat,1
1502059,37e10ec0-4610-4182-95d2-d443e19ab678,Chase Young,1
1502059,37e10ec0-4610-4182-95d2-d443e19ab678,Jonathan Allen,1
1502059,ec5e9160-3556-4146-92b4-94ef6c08b8a8,Kendall Fuller,1
1502060,69df586b-bd63-4d5d-8b27-010dbbd031ce,Marcus Maye,1
1502060,0244fdea-323d-4802-b597-10933270fdc4,John Franklin-Myers,1
1502060,cad3dd36-aba7-4d9f-ae88-28fe6c07da7d,Sheldon Rankins,1
1502060,86659fe4-7d48-48da-bf3d-549162ddda96,Carl Davis Jr.,1
1502060,2ac1f630-94ee-41d9-bb18-7dda7e2b4276,Matthew Judon,1
1502060,b79cd207-25ee-4ad2-ba83-4901d0962b95,Josh Uche,1
