player_name,role,weighted_severity_logit_score,coefficient_source
Shaq Lawson,Rusher,-0.031502411538472816,lambda.min
Stephen Weatherly,Rusher,-0.03152528052411337,lambda.min
Davion Taylor,Rusher,-0.03183091608860038,lambda.min
Elerson Smith,Rusher,-0.03185257332134734,lambda.min
Demetrius Flannigan-Fowles,Rusher,-0.03189680793425047,lambda.min
Cameron Malveaux,Rusher,-0.03218072243855829,lambda.min
Nate Solder,Blocker,-0.0322244442348126,lambda.min
Senio Kelemete,Blocker,-0.03244101509849865,lambda.min
Anthony Hitchens,Rusher,-0.03248353176092732,lambda.min
Demone Harris,Rusher,-0.03291256944171982,lambda.min
Renell Wren,Rusher,-0.03327937130780908,lambda.min
Kaden Elliss,Rusher,-0.03355403337273258,lambda.min
Jamir Jones,Rusher,-0.03385502256045446,lambda.min
Rashod Berry,Rusher,-0.034132430307485674,lambda.min
Darius Leonard,Rusher,-0.03428650960121643,lambda.min
Markus Bailey,Rusher,-0.03457772724466817,lambda.min
Nick Bolton,Rusher,-0.03462677860128727,lambda.min
Jarrad Davis,Rusher,-0.03480253885861198,lambda.min
Carl Nassib,Rusher,-0.034889058301305786,lambda.min
Jamie Collins Sr.,Rusher,-0.035027719121291497,lambda.min
Darius Philon,Rusher,-0.03521487220957498,lambda.min
Amani Bledsoe,Rusher,-0.035252929772741644,lambda.min
Reggie Ragland,Rusher,-0.03550046932640166,lambda.min
Breiden Fehoko,Rusher,-0.035618625069709337,lambda.min
Robert Spillane,Rusher,-0.03648982567843851,lambda.min
Daviyon Nixon,Rusher,-0.03660531318736236,lambda.min
Nick Gates,Blocker,-0.036670992312208314,lambda.min
K.J. Wright,Rusher,-0.03724364773341438,lambda.min
Ronald Blair,Rusher,-0.03732599424323725,lambda.min
Mike Danna,Rusher,-0.03733989390560962,lambda.min
Kenneth Murray Jr.,Rusher,-0.037591326277205815,lambda.min
Mykal Walker,Rusher,-0.037805339824949706,lambda.min
Eli Ankou,Rusher,-0.03817644619198485,lambda.min
Matt Feiler,Blocker,-0.03861359766717039,lambda.min
Ja'Whaun Bentley,Rusher,-0.03864708726396863,lambda.min
Ben Niemann,Rusher,-0.0389186378366772,lambda.min
Ernest Jones,Rusher,-0.03907537275569406,lambda.min
Chuma Edoga,Blocker,-0.03913719472288,lambda.min
Brennan Scarlett,Rusher,-0.03927207255873385,lambda.min
Steve Mclendon,Rusher,-0.03928315411224782,lambda.min
Malcolm Smith,Rusher,-0.03957793772825173,lambda.min
Blake Hance,Blocker,-0.039775684067403796,lambda.min
Eric Kendricks,Rusher,-0.03985043699129678,lambda.min
Matt Ioannidis,Rusher,-0.04023644830830646,lambda.min
Justin Strnad,Rusher,-0.040441469261417735,lambda.min
Matt Peart,Blocker,-0.040697583000907575,lambda.min
Marcell Harris,Rusher,-0.040756171486275035,lambda.min
Jonas Griffith,Rusher,-0.041058284713257405,lambda.min
Jeremiah Attaochu,Rusher,-0.04106794345241177,lambda.min
Chris Rumph II,Rusher,-0.0416392296941553,lambda.min
Patrick Jones II,Rusher,-0.042214061299861196,lambda.min
D'Ante Smith,Blocker,-0.04222065933264144,lambda.min
Marlon Tuipulotu,Rusher,-0.04232424883529158,lambda.min
Zach Kerr,Rusher,-0.04256448616228145,lambda.min
Rashaan Evans,Rusher,-0.042972254199888905,lambda.min
Andre Dillard,Blocker,-0.043218346509952855,lambda.min
Angelo Blackson,Rusher,-0.04337746179244619,lambda.min
Josh Bynes,Rusher,-0.04343481333698117,lambda.min
Carlos Davis,Rusher,-0.043462545021949135,lambda.min
Andrew Billings,Rusher,-0.04368425843144365,lambda.min
Bobby Hart,Blocker,-0.04384531296283803,lambda.min
Andre Mintze,Rusher,-0.0438556303645372,lambda.min
